name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
BED,BED,Joel Corry,0siYMEsGrzzzlWLXK5zJfS,2021-02-26,77,178087,0.671,0.0142,0.782,0.00221,0.333,0.618,-4.593,0.0341,123.989,6,4,happy
Look at the Sky,Nurture,Porter Robinson,5lXNcc8QeM9KpAWNHAL0iS,2021-04-23,60,309985,0.568,0.0105,0.564,0.000127,0.0766,0.385,-8.231,0.0273,115.059,6,4,happy
How Bizarre,How Bizarre,OMC,6RT3PxDEQOa7m6tK502DNa,1996,0,224053,0.784,0.261,0.675,1.4e-06,0.293,0.854,-7.718,0.049,124.908,0,4,happy
Who Will Win,Who Will Win,A Bad Think,17SuQJ8qVGdHcM9NZPGzSr,2022-08-19,30,218333,0.528,0.092,0.599,0.0053,0.125,0.654,-7.565,0.0271,151.975,6,4,happy
If I Ever Feel Better,United,Phoenix,3AA8xNhDC0MpqwkGX3EP5V,2000-03-06,65,266600,0.755,0.0492,0.553,0.00607,0.0646,0.836,-9.449,0.107,119.7,6,4,happy
Chelsea Dagger,Costello Music,The Fratellis,1bCmvezFg5MRcENzCGG1Cy,2006-01-01,70,215306,0.511,0.0491,0.815,0,0.0826,0.586,-3.14,0.144,154.514,7,4,happy
Butterfly,Butterfly,Player1,1vVgkRRFXKAoBvdQ5e8teG,2021-07-09,40,177931,0.578,0.284,0.684,2.47e-05,0.109,0.454,-7.627,0.0833,173.9,10,4,happy
Get Your Wish,Nurture,Porter Robinson,6aUfT9QOcTHhxLNrf1aVR8,2021-04-23,55,218509,0.541,0.0983,0.685,0,0.124,0.442,-5.844,0.051,95.008,11,4,happy
Call Me Maybe,Kiss,Carly Rae Jepsen,20I6sIOMTCkB6w7ryavxtO,2012-01-01,80,193400,0.783,0.0114,0.58,2.28e-06,0.108,0.66,-6.548,0.0408,120.021,7,4,happy
Can't Hold Us (feat. Ray Dalton),The Heist,Macklemore & Ryan Lewis,3bidbhpOYeV4knp8AIu8Xn,2012-10-09,82,258342,0.641,0.0291,0.922,0,0.0862,0.847,-4.457,0.0786,146.078,2,4,happy
Everybody Wants To Rule The World,Songs From The Big Chair (Super Deluxe Edition),Tears For Fears,4RvWPyQ5RL0ao9LPZeSouE,1985-02-25,88,251488,0.645,0.347,0.795,0.00389,0.104,0.535,-12.095,0.0527,112.067,7,4,happy
Little Talks,My Head Is An Animal,Of Monsters and Men,2ihCaVdNZmnHZWt0fvAM7B,2012-01-01,80,266600,0.457,0.0206,0.757,0,0.146,0.417,-5.177,0.032,102.961,1,4,happy
Move Your Feet,D-D-Don't Don't Stop The Beat,Junior Senior,35kyKr5ArvTnFlldwR7JAD,2002-03-04,0,181826,0.747,0.046,0.904,0.106,0.203,0.846,-2.623,0.0803,118.877,9,4,happy
Chocolate,The 1975,The 1975,4WiiRw2PHMNQE0ad6y6GdD,2013-01-01,67,224673,0.614,0.000532,0.938,0,0.368,0.607,-4.461,0.0611,100.058,11,4,happy
The Sweet Escape,The Sweet Escape (International Version),Gwen Stefani,26eOTllWPn7oKuDUJnsJwF,2006-01-01,0,246466,0.756,0.191,0.77,0,0.178,0.73,-3.502,0.0343,119.961,1,4,happy
Home,Up From Below,Edward Sharpe & The Magnetic Zeros,6ZapsNk1ZpaebNXAIohP9R,2009-07-14,0,303200,0.542,0.292,0.589,0.000522,0.177,0.137,-6.623,0.0318,111.665,2,4,happy
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],Daft Punk,2Foc5Q5nqNiosCNqttzHof,2013-04-19,83,248413,0.794,0.0426,0.811,1.07e-06,0.101,0.862,-8.966,0.038,116.047,6,4,happy
Sleepyhead,Manners,Passion Pit,4prEPl61C8qZpeo3IkYSMl,2009,66,174760,0.568,0.0892,0.719,1.84e-06,0.233,0.539,-5.406,0.0354,106.036,8,4,happy
I Gotta Feeling,THE E.N.D. (THE ENERGY NEVER DIES) [International Version],Black Eyed Peas,70cTMpcgWMcR18t9MRJFjB,2009-01-01,0,289133,0.743,0.0873,0.766,0,0.509,0.61,-6.375,0.0265,127.96,0,4,happy
Electricity (with Dua Lipa),Electricity (with Dua Lipa),Silk City,5N4erncE7kuUccm7zEmwzk,2018-09-06,75,238173,0.588,0.0104,0.67,3.33e-06,0.338,0.505,-6.439,0.0473,118.159,0,4,happy
I Love It (feat. Charli XCX),I Love It (feat. Charli XCX),Icona Pop,3VZQshi4COChhXaz7cLP02,2012-06-19,64,155337,0.714,0.00855,0.905,2.55e-05,0.146,0.838,-2.663,0.0289,125.927,8,4,happy
A Sky Full of Stars,Ghost Stories,Coldplay,0FDzzruyVECATHXKHFs9eJ,2014-05-19,84,267866,0.545,0.00617,0.675,0.00197,0.209,0.162,-6.474,0.0279,124.97,6,4,happy
Higher Power,Higher Power,Coldplay,0939D7aT18uBDS2MTjWzct,2021-05-07,76,211294,0.507,0.00711,0.828,2.44e-05,0.261,0.489,-6.023,0.0449,178.032,10,4,happy
Something Just Like This,Memories...Do Not Open,The Chainsmokers,6RUKPb4LETWmmr3iAEQktW,2017-04-07,86,247160,0.617,0.0498,0.635,1.44e-05,0.164,0.446,-6.769,0.0317,103.019,11,4,happy
Lovely Day,Lean on Me: The Best of Bill Withers,Bill Withers,0ACACkoHUwgfgY5CxVIL4N,1994-08-09,64,255066,0.694,0.194,0.565,0.000172,0.0806,0.692,-12.583,0.0345,97.938,9,4,happy
Sweet Caroline,Sweet Caroline,Neil Diamond,3298yRJKPcCndQdNiTZKIo,1987-06-29,0,203573,0.538,0.589,0.127,0.00017,0.238,0.527,-16.057,0.0284,62.829,11,4,happy
Ride,Blurryface,Twenty One Pilots,2Z8WuEywRWYTKe1NybPQEW,2015-05-15,83,214506,0.645,0.00835,0.713,0,0.113,0.566,-5.355,0.0393,74.989,6,4,happy
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,Calvin Harris,5bcTCxgc7xVfSaMV3RuVke,2017-06-30,80,223413,0.893,0.0642,0.745,0,0.0943,0.872,-3.105,0.0571,101.018,11,4,happy
Learn to Love,Learn to Love,Sabrina Francis,2gkmKJKjzJXztLQDN3rtcx,2022-08-19,44,178598,0.668,0.289,0.785,0,0.102,0.34,-5.67,0.0654,107.085,4,4,happy
Giant (with Rag'n'Bone Man),Giant (with Rag'n'Bone Man),Calvin Harris,5itOtNx0WxtJmi1TQ3RuRd,2019-01-11,73,229184,0.807,0.016,0.887,0.000503,0.0811,0.606,-4.311,0.0361,122.015,1,4,happy
You Make My Dreams (Come True),The Very Best of Daryl Hall / John Oates,Daryl Hall & John Oates,7HX9f8AMBl0vQxAoAzLqhS,2001-01-23,61,187600,0.749,0.13,0.484,0.137,0.0486,0.939,-9.944,0.0484,167.084,5,4,happy
Summertime,Summertime,Lee Wilson,43UpHgzkyVG1sEdb8YkrEc,2021-06-18,31,231312,0.748,0.000183,0.75,0.0626,0.046,0.734,-7.115,0.052,121.98,2,4,happy
Some Nights,Some Nights,fun.,6t6oULCRS6hnI7rm0h5gwl,2012-02-21,71,277040,0.672,0.0178,0.738,6.75e-05,0.0927,0.392,-7.045,0.0506,107.938,0,4,happy
survivin',survivin',Bastille,1lwvJQGhdq6Kyr4BBquf23,2020-09-22,59,173206,0.787,0.25,0.78,0,0.0908,0.68,-5.023,0.129,95.035,7,4,happy
Everybody Talks,Picture Show,Neon Trees,2iUmqdfGZcHIhS3b9E9EWq,2012-01-01,80,177280,0.471,0.00301,0.924,0,0.313,0.725,-3.906,0.0586,154.961,8,4,happy
September - Eric Kupper Radio Mix,September (The Eric Kupper Remixes),"Earth, Wind & Fire",1kHaxYnHGbhp8BX6XPGh9I,2020-09-17,53,213223,0.627,0.00149,0.929,0.000149,0.301,0.956,-4.93,0.0354,121.033,9,4,happy
Time of Our Lives - Radio Edit,Feel Good Friday,Various Artists,0BBLIc1LYjA5yNsD1t6Fp5,2018-11-23,52,214080,0.714,0.0946,0.706,0,0.7,0.812,-9.144,0.0727,124.036,1,4,happy
used to it,used to it,Jared Micéal,54CLH9tpCcGbWlUgawnaiA,2022-09-22,27,225415,0.455,0.156,0.657,1.74e-05,0.334,0.505,-10.198,0.0314,151.939,2,4,happy
The Judge,Blurryface,Twenty One Pilots,1lguQJjlNrIOoOylYVZN3M,2015-05-15,66,297760,0.423,0.177,0.797,0,0.137,0.592,-4.659,0.124,82.617,0,4,happy
The Liquor On Your Lips,Treasures In The Valley,The Connecting Dots,2nR9b2pv6myk5pPYdo9PcV,2022-09-23,23,245500,0.675,0.345,0.649,0.158,0.149,0.0894,-7.48,0.0309,113.036,7,4,happy
Saturday,Scaled And Icy,Twenty One Pilots,60dwJ8dnqZ4WrIdiu7LkNR,2021-05-21,69,172232,0.687,0.00396,0.89,0.000939,0.0436,0.854,-5.99,0.0344,113.06,8,4,happy
nevermind,sucks to see you doing better (extended),Valley,7HieNXpvYAg4bR7GeA3fxw,2020-12-11,56,176421,0.761,0.0741,0.544,2.02e-05,0.139,0.845,-8.037,0.0607,130.925,9,4,happy
The Best Days (feat. Tabitha),The Best Days (feat. Tabitha),Sam Feldt,140XpWSdJ0jZEbLj9iVnPA,2020-11-20,64,161944,0.667,0.0863,0.827,0,0.0565,0.573,-5.631,0.0368,107.95,11,4,happy
White Shoes And The Walk,White Shoes And The Walk,The Esprits,5ADGVbDmCXa6U3kTZP8d29,2022-09-30,17,202106,0.81,0.166,0.655,9.65e-06,0.318,0.756,-7.368,0.0638,125.966,9,4,happy
Undercover Martyn,Tourist History,Two Door Cinema Club,6GQLX6Z28fYwDNCrhaKzYF,2010-03-01,68,166573,0.446,0.000252,0.871,8.13e-06,0.0996,0.612,-4.902,0.116,159.863,2,4,happy
Feel Good,Feel Good,Saint Motel,7r8JDlUEYeIqBg6dLBIb8P,2021-03-12,42,199440,0.655,0.00403,0.767,0,0.287,0.582,-4.537,0.0481,120.044,11,4,happy
Everything's Good,Everything's Good,Phil Good,2LIPW0iUWjLTuOCnWRn840,2020-05-29,56,183150,0.878,0.497,0.777,1.91e-05,0.139,0.968,-4.241,0.0503,123.976,8,4,happy
everywhere,everywhere,Smallpools,7fROnnvjVQHESskj3WmQ6r,2021-01-22,45,224041,0.594,0.00462,0.869,0.000712,0.325,0.513,-4.151,0.0309,114.98,4,4,happy
Feel So Close - Radio Edit,18 Months,Calvin Harris,1gihuPhrLraKYrJMAEONyc,2012-10-29,80,206413,0.707,0.000972,0.924,0.00703,0.204,0.919,-2.842,0.031,127.937,7,4,happy
Good Times!,Good Times!,In Paradise,4KMiZnTut79zX0tvh3xHjW,2019-08-30,48,197155,0.713,0.018,0.635,0,0.336,0.803,-5.263,0.0364,116.055,8,4,happy
Head Up High - Two Friends Remix,Head Up High (Two Friends Remix),FITZ,1hYIA1PnP1l5azn3Cr05z1,2021-01-22,36,146081,0.656,0.00327,0.736,0,0.386,0.605,-4.003,0.0665,125.03,0,4,happy
So Strange,New Levels New Devils,Polyphia,6NatBOifiBW6JH0y5I15st,2018-10-12,46,240005,0.553,0.000667,0.885,0.00072,0.209,0.484,-4.063,0.0385,96.025,0,4,happy
Something Good Can Work,Tourist History,Two Door Cinema Club,67SrO8B3O8iUq0AmEh0VzJ,2010-03-01,63,162906,0.65,0.00553,0.836,0.00101,0.192,0.656,-5.101,0.0334,119.933,0,4,happy
Little Secrets,Manners,Passion Pit,3kb38wezoUA8ki5jPYy3t5,2009,59,238973,0.597,0.00345,0.786,0,0.0909,0.666,-4.248,0.0419,99.888,5,4,happy
Never Felt A Love Like This (feat. Dotan) - Raven & Kreyn Remix,Never Felt A Love Like This (feat. Dotan) [Remixes],Galantis,6YeUmDm2HojqOQjJM2MGzJ,2020-03-27,41,175719,0.687,0.000486,0.881,0.00609,0.214,0.276,-5.325,0.0428,126.094,4,4,happy
I Just Wanna Shine,All the Feels,Fitz and The Tantrums,4GZ3YCkuH0VvTluVLwUp4g,2019-09-20,63,207925,0.705,0.04,0.918,9.3e-05,0.0803,0.546,-2.77,0.0684,92.511,6,4,happy
HandClap,Fitz and The Tantrums,Fitz and The Tantrums,7j56HrjR9cGzvekvZY3Faz,2016-06-10,65,193253,0.636,0.00609,0.836,0.000157,0.0828,0.715,-3.004,0.0427,139.956,8,4,happy
Take My Breath - Single Version,Take My Breath,The Weeknd,6M3PsepEj5gyJoIi7Xvr7u,2021-08-05,71,220196,0.747,0.0106,0.739,2.22e-05,0.101,0.523,-6.008,0.0487,120.996,8,4,happy
Shake It,Metro Station,Metro Station,5619Ojc6t9evEEs3B7Drhe,2007-09-18,69,179946,0.618,0.00221,0.955,3.09e-06,0.486,0.79,-3.836,0.0798,150.034,4,4,happy
Smile,"Alright, Still (Deluxe)",Lily Allen,79z9QkhHePTFsSeVw9uyj0,2006-07-14,71,196893,0.632,0.00143,0.639,0,0.221,0.733,-5.938,0.0259,95.506,5,4,happy
Clouds (feat. The Wombats),Fantasy,Whethan,1vKhN4uPpLXW91qQ1Gu0z8,2020-10-16,51,168062,0.572,0.000644,0.711,4.79e-05,0.258,0.434,-6.19,0.173,160.119,9,4,happy
Carried Away,Gossamer,Passion Pit,52a6VcF23v5HB7KfDEmBHq,2012-07-23,59,221973,0.772,0.0176,0.826,8.56e-06,0.383,0.871,-5.135,0.0344,119.995,0,4,happy
Undeniable (feat. X Ambassadors),Undeniable (feat. X Ambassadors),Kygo,71qB68guEJjbvtjlkZ8DF5,2021-10-15,70,180596,0.684,0.159,0.506,0,0.26,0.352,-6.743,0.0338,108.036,6,4,happy
Better Days (NEIKED x Mae Muller x Polo G),Better Days (NEIKED x Mae Muller x Polo G),NEIKED,6f5ExP43esnvdKPddwKXJH,2021-09-24,83,160656,0.717,0.0018,0.671,2.54e-06,0.0921,0.699,-5.077,0.0337,110.054,0,4,happy
Golden,Fine Line,Harry Styles,45S5WTQEGOB1VHr1Q4FuPl,2019-12-13,84,208906,0.448,0.21,0.838,0.000131,0.131,0.254,-5.257,0.0557,139.863,4,4,happy
Stronger (What Doesn't Kill You),Stronger (Deluxe Version),Kelly Clarkson,1nInOsHbtotAmEOQhtvnzP,2011-10-24,75,221946,0.562,0.046,0.939,0,0.112,0.684,-4.282,0.0475,116.044,0,4,happy
Cheerleader - Felix Jaehn Remix Radio Edit,Me 4 U,OMI,7vFoFDWqTX0mHzLfrF1Cfy,2015-10-16,78,180565,0.782,0.166,0.685,1.18e-05,0.16,0.603,-6.237,0.0309,118.016,4,4,happy
Timber (feat. Ke$ha),Global Warming: Meltdown (Deluxe Version),Pitbull,3tgZ9vmhuAY9wEoNUJskzV,2012,63,204200,0.589,0.03,0.966,0,0.147,0.802,-4.106,0.0972,129.983,11,4,happy
1-800-273-8255,Everybody,Logic,5tz69p7tJuGPeMGwNTxYuV,2017-05-05,78,250173,0.62,0.569,0.574,0,0.19,0.357,-7.788,0.0479,100.023,5,4,depress
Lost Boy,Safe Haven,Ruth B.,0zMzyHAeMvwq5CRstru1Fp,2017-05-05,69,276066,0.586,0.963,0.128,0,0.0858,0.371,-9.297,0.0496,123.498,7,4,depress
Say You Won't Let Go,Back from the Edge,James Arthur,5uCax9HTNlzGybIStD3vDh,2016-10-28,85,211466,0.358,0.695,0.557,0,0.0902,0.494,-7.398,0.059,85.043,10,4,depress
Mercy,Illuminate (Deluxe),Shawn Mendes,0AS63m1wHv9n4VVRizK6Hc,2017-04-20,82,208733,0.555,0.125,0.662,0,0.111,0.356,-4.952,0.0827,148.128,11,4,depress
Little Do You Know,It's About Us,Alex & Sierra,1almCHdsfikRPfVB9VrEdT,2014-10-06,77,185200,0.5,0.746,0.292,0,0.188,0.37,-8.554,0.0323,145.879,0,4,depress
Sober,Sober,Demi Lovato,0STK94RxUulYqWzwFlyAb5,2018-06-21,68,197893,0.397,0.798,0.303,4.16e-06,0.0824,0.17,-10.413,0.11,170.22,1,3,depress
Stone Cold,Confident,Demi Lovato,3by8IfnW9dZ2t4pZw1WVxz,2015-01-01,70,191307,0.419,0.539,0.453,0,0.0971,0.356,-7.685,0.0437,140.327,8,3,depress
How to Save a Life,How To Save A Life,The Fray,5fVZC9GiM4e8vu99W0Xf6J,2005-09-13,81,262533,0.64,0.269,0.743,0,0.101,0.361,-4.08,0.0379,122.035,10,4,depress
Saved My Life,Saved My Life,Sia,5cpw6QKJcoXzpNBLNUJx2i,2020-05-02,54,235531,0.682,0.213,0.503,0,0.0944,0.382,-5.934,0.0417,113.988,8,4,depress
Skyscraper,Sad Breakup Songs,Various Artists,63Cb2jUabxq1fwRWjMV50q,2020-07-03,0,221293,0.571,0.148,0.581,0,0.128,0.188,-3.325,0.0276,103.829,7,4,depress
Anyone,Anyone,Demi Lovato,18ssFhD04lWo1RzpcohnrG,2020-01-27,55,227813,0.557,0.876,0.387,0,0.111,0.317,-6.338,0.0374,129.98,11,4,depress
Never Be Alone,PEACEFUL MEDITATION 2020,Various Artists,1ETJfNnm2r2ORqowOw4vtz,2020-07-03,22,215800,0.377,0.517,0.466,5.63e-05,0.0781,0.276,-6.927,0.0352,199.847,10,4,depress
In My Blood,Shawn Mendes,Shawn Mendes,2QZ7WLBE8h2y1Y5Fb8RYbH,2018-05-25,76,211360,0.622,0.0573,0.712,0,0.13,0.487,-7.321,0.066,140.025,5,4,depress
The Climb,The Time Of Our Lives (International Version),Miley Cyrus,5x5JM1BSB6vollcIzDocqT,2009-01-01,74,234520,0.336,0.0635,0.602,0,0.141,0.299,-6.354,0.0325,161.01,4,4,depress
A Little Too Much,Handwritten,Shawn Mendes,6OcXjaSKDRYpffXDdNcAWD,2015-04-14,43,187026,0.553,0.473,0.507,0,0.108,0.57,-6.24,0.0304,83.093,11,4,depress
Warrior,Demi,Demi Lovato,7nCBOm2WiTUPAx3TeG2rZA,2013-01-01,59,231173,0.415,0.868,0.399,0,0.114,0.196,-6.165,0.0423,146.485,9,4,depress
Shirtsleeves,x (Deluxe Edition),Ed Sheeran,7awwmuGslmuyhnlpFipDqk,2014-06-21,54,190226,0.752,0.319,0.76,0,0.335,0.752,-5.34,0.0341,107.034,2,4,depress
Not Today,The Pains Of Growing,Alessia Cara,1BGIZCaDu29MK8DsykL7Hb,2018-11-30,48,156546,0.76,0.0972,0.462,5.29e-06,0.0933,0.169,-6.04,0.123,111.906,6,4,depress
Scars To Your Beautiful,Know-It-All (Deluxe),Alessia Cara,42ydLwx4i5V49RXHOozJZq,2016-03-11,74,230226,0.319,0.0285,0.739,0,0.111,0.449,-5.74,0.272,194.169,0,4,depress
smiling when i die,Self Portrait,Sasha Alex Sloan,175y20xw677gwBNO4HKBNw,2019-10-18,37,206386,0.697,0.834,0.413,0.00179,0.105,0.264,-10.59,0.169,92.908,0,4,depress
Too Sad To Cry,Self Portrait,Sasha Alex Sloan,3CRtbOoAP82y0VbPO5j1ft,2019-10-18,64,208986,0.515,0.842,0.27,0,0.114,0.234,-9.935,0.0357,120.483,10,4,depress
Thank God,Self Portrait,Sasha Alex Sloan,377VZxggrGqZGSpQaTt6l2,2019-10-18,47,202293,0.592,0.801,0.237,0.000246,0.0928,0.212,-9.06,0.042,185.658,11,3,depress
Gotta Be A Reason,Narrated For You,Alec Benjamin,0IrtQ83z9jylZaLEJK2eoy,2018-11-16,60,210353,0.771,0.806,0.518,2.48e-05,0.104,0.277,-7.582,0.0404,79.997,4,4,depress
Outrunning Karma,Narrated For You,Alec Benjamin,2W0AJEbIC2vdZTV2nVSAsg,2018-11-16,67,188850,0.416,0.655,0.649,2.82e-06,0.12,0.474,-5.271,0.0385,112.482,11,3,depress
Demons,These Two Windows,Alec Benjamin,57zRWXTQCFRV3zwg0NR8Ck,2020-05-29,62,163171,0.708,0.697,0.494,0.000115,0.34,0.76,-7.496,0.0365,142.921,5,4,depress
Mind Is A Prison,These Two Windows,Alec Benjamin,2hGQDYmjkwTS0J7Q2bM2sF,2020-05-29,65,161697,0.656,0.504,0.645,0,0.18,0.669,-5.442,0.0397,75.473,5,4,depress
I'm Not A Cynic,These Two Windows,Alec Benjamin,4iyGOU2Wtc7oNG4pm3taVd,2020-05-29,56,136909,0.681,0.117,0.71,2.16e-05,0.359,0.795,-5.639,0.0527,129.907,1,4,depress
all the kids are depressed,glisten,Jeremy Zucker,75ls0gurX68lUmMjE7QcsE,2018-05-04,75,169973,0.773,0.836,0.437,2.42e-05,0.544,0.707,-8.281,0.0963,103.861,9,4,depress
Lonely,THE END OF EVERYTHING,Noah Cyrus,6U1iuA5QfzYRPJxvdcxqtf,2020-05-15,70,144377,0.53,0.798,0.281,0,0.0928,0.341,-8.274,0.0577,122.442,5,4,depress
Modern Loneliness,~how i'm feeling~,Lauv,1eyek0KJEh2v5HQ9uQSybb,2020-03-06,63,252337,0.702,0.144,0.508,0,0.108,0.143,-7.105,0.035,82.009,8,4,depress
Lonely Eyes,~how i'm feeling~,Lauv,5qhHm4dN4L2dhRb2TfzGPw,2020-03-06,59,196493,0.586,0.0418,0.499,0,0.0994,0.369,-7.005,0.0267,95.012,2,4,depress
Million Reasons,Joanne (Deluxe),Lady Gaga,7dZ1Odmx9jWIweQSatnRqo,2016-10-21,77,205280,0.666,0.494,0.423,0,0.106,0.154,-8.012,0.043,129.89,0,4,depress
Head Above Water,Head Above Water,Avril Lavigne,7gY3cyGcB2wnk2xDXiA0pe,2019-02-15,67,220850,0.578,0.0112,0.694,0,0.102,0.268,-5.351,0.0706,129.921,5,4,depress
Only You,13 Reasons Why (A Netflix Original Series Score),Brendan Angelides,6OKKfwf75kQ4veyLktYV7F,2017-03-30,56,184080,0.312,0.592,0.498,3.24e-05,0.126,0.215,-9.895,0.0289,96.627,9,4,depress
Broken Home,Sounds Good Feels Good (Deluxe),5 Seconds of Summer,5TMjhlh25Oitlh3LBKdfMi,2015-10-23,53,220708,0.585,0.128,0.631,0,0.105,0.5,-5.522,0.0264,128.001,10,4,depress
Invisible,Sounds Good Feels Good (Deluxe),5 Seconds of Summer,33Lfnu1uBuJIidzHRFyTxL,2015-10-23,48,212835,0.463,0.0604,0.342,0,0.172,0.323,-9.838,0.0279,86.498,2,4,depress
Drugs & The Internet,~how i'm feeling~,Lauv,4VM8y5Tx6UBxzfuLvYrhFf,2020-03-06,57,178560,0.437,0.361,0.551,8.65e-05,0.333,0.245,-7.044,0.143,88.941,2,4,depress
"fuck, i'm lonely (with Anne-Marie)",~how i'm feeling~,Lauv,09PGubKAMryhOWv1LHpCYz,2020-03-06,71,198973,0.809,0.46,0.547,0,0.0543,0.717,-7.304,0.0609,95.012,9,4,depress
Walking in the Wind,Made In The A.M. (Deluxe Edition),One Direction,1ZycJRpLOazlLcoFGxGROO,2015-11-13,68,202640,0.687,0.0829,0.447,0,0.0878,0.501,-6.586,0.0486,114.578,8,4,depress
I Want to Write You a Song,Made In The A.M. (Deluxe Edition),One Direction,608R6FvRtAqf2dvgKMzebP,2015-11-13,64,179013,0.714,0.779,0.443,0.000109,0.144,0.463,-7.638,0.0256,106.038,5,4,depress
Diana,Midnight Memories (Deluxe),One Direction,6twW4ma6w0mOeejejPK0nY,2013-11-25,66,184666,0.549,0.0604,0.868,0,0.137,0.755,-4.319,0.0614,171.96,2,4,depress
Strong,Midnight Memories (Deluxe),One Direction,3cKM7UXBZmgjEgEBTkaIlU,2013-11-25,74,184373,0.741,0.0608,0.663,0,0.0931,0.338,-7.308,0.0434,115.013,0,4,depress
Through the Dark,Midnight Memories (Deluxe),One Direction,1a0PcmEJAOEp4ZT3YtSLkM,2013-11-25,64,221733,0.568,0.188,0.691,0,0.0861,0.396,-5.225,0.0306,131.007,9,4,depress
Kids,Oh My My,OneRepublic,5mQNY6pTeSDl2doFB7uLbE,2016-12-02,62,238386,0.596,0.0153,0.732,0,0.318,0.228,-6.189,0.0401,99.98,2,4,depress
Anxiety (with Selena Gomez),Inner Monologue Part 1,Julia Michaels,1XJ93XskwJf7PCyIVLbNBt,2019-01-24,60,210146,0.803,0.573,0.384,0,0.194,0.503,-6.522,0.179,141.926,7,4,depress
Boulevard of Broken Dreams,Greatest Hits: God's Favorite Band,Green Day,5GorCbAP4aL0EJ16frG2hd,2017-11-17,78,262333,0.496,0.00552,0.682,2.94e-05,0.0589,0.474,-4.095,0.0294,167.06,8,4,depress
Rescue Me,Rescue Me,OneRepublic,0mjAU3yKR1QnXnHtjGJqTM,2019-05-17,71,158899,0.759,0.156,0.605,0,0.694,0.64,-7.737,0.0433,121.049,7,4,depress
Wake Me Up,True,Avicii,4h8VwCb1MTGoLKueQ1WgbD,2013-09-13,6,247426,0.532,0.0038,0.783,0.0012,0.161,0.643,-5.697,0.0523,124.08,2,4,depress
Peace Of Mind (feat. Vargas & Lagola),TIM,Avicii,6ZEYvUSgON3J5Qe1RYi3Jo,2019-06-06,51,180000,0.461,0.11,0.624,6.97e-06,0.454,0.278,-8.034,0.0298,110.003,4,4,depress
SOS (feat. Aloe Blacc),TIM,Avicii,2x0RZdkZcD8QRI53XT4GI5,2019-06-06,72,157202,0.802,0.272,0.645,0,0.119,0.376,-6.181,0.0715,100.001,5,4,depress
Hold The Line (feat. A R I Z O N A),TIM,Avicii,6EBlOYNcZ8MrdEov9lEdV6,2019-06-06,62,171785,0.648,0.329,0.554,2.56e-05,0.0803,0.372,-7.005,0.0341,98.045,9,4,depress
Dream,Smoke + Mirrors (Deluxe),Imagine Dragons,0Wnzdtso3gHPcSFZwT2Pi9,2015-10-23,50,258000,0.379,0.643,0.513,3.24e-05,0.069,0.108,-7.724,0.0492,142.067,1,4,depress
Demons,Night Visions (Deluxe),Imagine Dragons,5VC29kHMkzcaorzPKUqJbl,2012-09-04,59,175200,0.505,0.19,0.71,0.00025,0.329,0.428,-3.015,0.0321,89.938,3,4,depress
The End of Everything,THE END OF EVERYTHING,Noah Cyrus,3Svynwi8VIgkDKQQiEPYCB,2020-05-15,48,175683,0.547,0.821,0.408,2.73e-05,0.103,0.115,-11.195,0.068,138.574,0,4,depress
I Got So High That I Saw Jesus,THE END OF EVERYTHING,Noah Cyrus,3zQikNPCgTVnQLmj5RPn1k,2020-05-15,54,217714,0.577,0.314,0.384,0,0.0809,0.102,-11.897,0.0436,139.609,9,4,depress
Young & Sad,THE END OF EVERYTHING,Noah Cyrus,2aav0K63pZ1x2mEj0aDGat,2020-05-15,54,190182,0.618,0.592,0.428,0,0.192,0.359,-8.5,0.038,142.021,7,4,depress
"Don't Give Up On Me - (From ""Five Feet Apart"")",Naive,Andy Grammer,5A3fPy30SN2wuzrahpcxvV,2019-07-26,75,196187,0.641,0.0875,0.537,9.05e-06,0.115,0.0681,-5.452,0.0282,112.864,0,4,depress
Inner Demons,Inner Demons,Julia Brennan,2OjmXOwfH7XG3oBzuv54Dw,2016-11-11,48,220453,0.551,0.189,0.405,0,0.202,0.104,-8.822,0.0284,86.94,9,4,depress
September,It's Not Over....The Hits So Far,Daughtry,2ikUwLex9wXpIOEgY45Wk7,2016-02-12,49,243773,0.459,0.0505,0.718,0,0.0951,0.34,-5.596,0.0319,149.791,10,4,depress
Different World (feat. CORSAK),Different World,Alan Walker,4heFQCyiW0RUEX1Q1lb008,2018-12-14,63,202906,0.602,0.0638,0.752,0,0.13,0.331,-4.931,0.0361,130.037,7,4,depress
Steve,Narrated For You,Alec Benjamin,211LaT5hzPOKolVtgzwWnq,2018-11-16,55,173487,0.348,0.845,0.353,0,0.181,0.866,-9.012,0.0334,80.558,10,3,depress
Fearless,Walls,Louis Tomlinson,1yEqyvgLgjS4v5GriAevCh,2020-01-31,61,184626,0.559,0.246,0.592,0,0.378,0.359,-6.481,0.0323,147.931,9,4,depress
