,name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
42,you should see me in a crown,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,3XF5xLJHOQQRbWya6hBp7d,2019-03-29,77,180952,0.6779999999999999,0.462,0.5329999999999999,0.21899999999999997,0.139,0.32299999999999995,-10.485,0.18600000000000003,150.455,4,4,angry
530,Ocean,Ocean,Lady A,5G6Nf4Ytk3dzxnhfP2AhKR,2019-11-15,62,210113,0.58,0.841,0.36,6.15e-06,0.129,0.302,-7.93,0.0303,99.194,6,4,depress
629,Starting Line,Starting Line,Luke Hemmings,3tIQg7bErGUNgE6nZ2TXZ2,2021-06-30,51,270380,0.225,0.094,0.7979999999999999,1.86e-05,0.134,0.207,-5.313,0.0732,119.228,2,4,depress
240,Run,Run,OneRepublic,2UbVnbE5FH6008mAm6Mmgw,2021-05-05,76,169010,0.682,0.326,0.72,0.0,0.14800000000000002,0.6729999999999999,-8.173,0.0381,117.00299999999999,11,4,happy
98,Toxic,Pitch Perfect 3 (Original Motion Picture Soundtrack),Various Artists,2SAv4Ivx2JfOOZrX4KnIjm,2017-12-15,57,201613,0.631,0.35700000000000004,0.7140000000000001,4.65e-06,0.11800000000000001,0.621,-5.7379999999999995,0.0353,149.938,8,4,angry
633,Someday,Human (Deluxe),OneRepublic,6aDsgHPZsMztSbZernzlF8,2021-08-27,77,187888,0.5760000000000001,0.0311,0.679,0.0,0.32299999999999995,0.213,-7.237,0.034,121.005,0,4,depress
137,Cold Hearted (Glee Cast Version),"Glee: The Music, The Complete Season Four",Glee Cast,6fAt0M805j9gjy1GSHwGdA,2014-01-14,45,216440,0.716,0.0282,0.8,1.6100000000000002e-05,0.0923,0.92,-4.635,0.0364,122.402,7,4,angry
159,NDA,Happier Than Ever,Billie Eilish,38GBNKZUhfBkk3oNlWzRYd,2021-07-30,78,195776,0.765,0.341,0.373,0.525,0.11199999999999999,0.5539999999999999,-9.921,0.0713,85.016,8,4,angry
86,If U Seek Amy,Circus (Deluxe Version),Britney Spears,2hdy9Wt9qp7M7d0U3ossu2,2008-12-02,71,216520,0.7170000000000001,0.0192,0.5870000000000001,0.0,0.0523,0.544,-7.296,0.0339,129.954,4,4,angry
423,You Make My Dreams (Come True),The Very Best of Daryl Hall / John Oates,Daryl Hall & John Oates,7HX9f8AMBl0vQxAoAzLqhS,2001-01-23,61,187600,0.7490000000000001,0.13,0.484,0.13699999999999998,0.0486,0.9390000000000001,-9.943999999999999,0.0484,167.084,5,4,happy
385,Summertime,Summertime,Jamal Davis,7sLDUqwQXTZuf4RegzpRMl,2022-09-20,18,190871,0.7,0.0427,0.5479999999999999,0.0,0.305,0.305,-11.835,0.0436,121.979,9,4,happy
645,Dear August,Dear August,PJ Harding,16gW9O8A4rIMx5OOVlzsSn,2021-02-12,69,200940,0.643,0.8,0.324,0.0,0.111,0.444,-7.817,0.0338,147.019,0,4,depress
665,on a sunday,on a sunday,BARTH.,6lxY62hG0v93kEc9uUTHrL,2022-08-12,42,157786,0.436,0.992,0.0356,0.961,0.0895,0.23800000000000002,-24.023000000000003,0.0409,129.93200000000002,0,4,calm
695,Manolo,Manolo,Luna,10FBL4R70t4eaiIlrsI45W,2022-05-20,26,198066,0.47200000000000003,0.955,0.0838,0.9620000000000001,0.107,0.12300000000000001,-24.185,0.0436,114.116,1,4,calm
755,Made To Be Wanting,Made To Be Wanting,Job Roggeveen,7MREpOljiZVy2CZzYX6fbt,2021-10-29,37,183764,0.2,0.9440000000000001,0.138,0.428,0.105,0.423,-17.969,0.0417,211.69799999999998,7,3,calm
174,Happier Than Ever - Edit,Happier Than Ever (Edit),Billie Eilish,32BeYxKPrig1LefHsC0Xuo,2021-07-28,82,151444,0.33399999999999996,0.0468,0.599,0.000392,0.205,0.127,-5.742000000000001,0.0365,161.74,0,3,angry
73,Blow Your Mind (Mwah),Blow Your Mind (Mwah),Dua Lipa,7kJlTKjNZVT26iwiDUVhRm,2016-08-26,69,178583,0.654,0.0188,0.7959999999999999,0.0,0.0948,0.491,-4.761,0.122,108.854,2,4,angry
660,A Light Breeze,A Light Breeze,Tom Kristiaan,0AkNnk1qSrK5dSlFH2K56k,2022-08-19,41,133845,0.457,0.9620000000000001,0.303,0.878,0.0938,0.239,-14.137,0.0467,119.23899999999999,2,4,calm
523,Defenceless,Walls,Louis Tomlinson,74YzCrLzu7fw0AasX3CEwv,2020-01-31,65,223920,0.638,0.0973,0.648,0.0,0.122,0.508,-5.872999999999999,0.0471,118.993,11,4,depress
306,Good Time,The Midsummer Station,Owl City,1kPpge9JDLpcj15qgrPbYX,2012-01-01,78,205933,0.56,0.0239,0.872,6.98e-06,0.371,0.682,-4.269,0.14,126.05,3,4,happy
375,Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,Summer Feelings (feat. Charlie Puth),Lennon Stella,49dFIRQCQxPWgoH0m38XQ5,2020-04-23,68,160289,0.696,0.262,0.6859999999999999,0.0,0.174,0.7,-6.1129999999999995,0.0309,115.98200000000001,5,4,happy
548,Let It Hurt,Changed,Rascal Flatts,1wJhdy3DZVnwdMXsNuJSPU,2012-01-01,31,234053,0.48200000000000004,0.0748,0.603,0.0,0.11,0.271,-6.007000000000001,0.0275,135.972,0,4,depress
470,Skyscraper,Sad Breakup Songs,Various Artists,63Cb2jUabxq1fwRWjMV50q,2020-07-03,0,221293,0.5710000000000001,0.14800000000000002,0.581,0.0,0.128,0.188,-3.325,0.0276,103.829,7,4,depress
107,Mr. Know It All,Stronger (Deluxe Version),Kelly Clarkson,7uRznL3LcuazKpwCTpDltz,2011-10-24,48,232520,0.6759999999999999,0.0284,0.807,0.0,0.0701,0.44299999999999995,-5.131,0.028999999999999998,95.956,5,4,angry
101,Dead To Me,Isolation,Kali Uchis,6LOZws7T3jqZz78unPgFF9,2018-04-06,77,199505,0.675,0.43200000000000005,0.7609999999999999,0.0,0.102,0.428,-4.468999999999999,0.0466,119.001,4,4,angry
765,To The Moon And Back,To The Moon And Back,Wilson Trouvé,44XLN2xRRsHF0Kt1VTJicj,2021-09-10,24,163500,0.435,0.993,0.0235,0.938,0.14,0.242,-23.226999999999997,0.0474,104.661,6,4,calm
779,Berlin,Berlin,DeLange,66M6mxwGxOjUQJyPBeSXBU,2021-07-23,31,289237,0.282,0.993,0.161,0.8759999999999999,0.0738,0.243,-26.923000000000002,0.0712,171.333,10,3,calm
731,Un sourire et une larme (valse),Un sourire et une larme (valse),Tom Kristiaan,7Ll3Avq4RewMYNeCyi7KsD,2022-03-11,30,146090,0.441,0.9940000000000001,0.018000000000000002,0.9520000000000001,0.11599999999999999,0.204,-27.154,0.0456,107.794,10,3,calm
481,Too Sad To Cry,Self Portrait,Sasha Alex Sloan,3CRtbOoAP82y0VbPO5j1ft,2019-10-18,64,208986,0.515,0.8420000000000001,0.27,0.0,0.114,0.23399999999999999,-9.935,0.0357,120.48299999999999,10,4,depress
601,Hole in My Heart,Gossip,Sleeping With Sirens,4sl2Ama2xqIdM6KN5YEcYg,2017-09-22,36,213906,0.51,0.0018100000000000002,0.7040000000000001,0.0,0.21600000000000003,0.0816,-4.675,0.0341,127.99600000000001,7,4,depress
202,I'm Not The Only One,In The Lonely Hour,Sam Smith,7795WJLVKJoAyVoOtCWqXN,2014-05-26,88,239316,0.677,0.529,0.485,2.0399999999999998e-05,0.0766,0.493,-5.795,0.0361,82.001,5,4,angry
103,Therefore I Am,Therefore I Am,Billie Eilish,54bFM56PmE4YLRnqpW6Tha,2020-11-12,75,174321,0.889,0.218,0.34,0.13,0.055,0.716,-7.773,0.0697,94.009,11,4,angry
544,Broken Girl,The Story Of Your Life,Matthew West,7GcjV9jtNmIumI2UA6tDyK,2010-01-01,38,276760,0.228,0.203,0.8029999999999999,0.0,0.154,0.13699999999999998,-6.182,0.0612,177.61,4,4,depress
371,Empty Saturdays,Whistling In The Wind,Charlie Blasberg,12msR8HwvwEH19g3GeEWJw,2022-10-04,10,165409,0.6990000000000001,0.591,0.605,0.0,0.253,0.589,-8.113999999999999,0.163,96.03,6,4,happy
138,Want U Back,Sticks & Stones,Cher Lloyd,5InWRmnfgjVwQWoXHNBATu,2011-11-07,66,214013,0.696,0.0662,0.893,0.0,0.473,0.573,-2.963,0.076,97.954,9,4,angry
257,If You Really Love Me (How Will I Know),If You Really Love Me (How Will I Know),David Guetta,1V7bZ9gEIwFQpm8yGxRHNA,2021-07-02,73,184390,0.6920000000000001,0.0512,0.883,0.0,0.228,0.614,-4.698,0.0582,122.984,7,4,happy
430,used to it,used to it,Jared Micéal,54CLH9tpCcGbWlUgawnaiA,2022-09-22,27,225415,0.455,0.156,0.657,1.74e-05,0.33399999999999996,0.505,-10.198,0.0314,151.939,2,4,happy
182,Trash,Between Us (Deluxe Version),Little Mix,2Tb4Us0GhAuCpEsqOdTmmy,2021-11-12,52,173249,0.617,0.135,0.7609999999999999,0.0,0.263,0.528,-5.392,0.0591,160.08,2,4,angry
217,As It Was,As It Was,Harry Styles,4LRPiXqCikLlN15c3yImP7,2022-03-31,96,167303,0.52,0.342,0.731,0.00101,0.311,0.662,-5.337999999999999,0.0557,173.93,6,4,happy
76,"thank u, next","thank u, next",Ariana Grande,3e9HZxeyfWwjeyPAMmWSSQ,2019-02-08,83,207320,0.7170000000000001,0.22899999999999998,0.653,0.0,0.10099999999999999,0.41200000000000003,-5.6339999999999995,0.0658,106.96600000000001,1,4,angry
664,Dark and Bright,Dark and Bright,Oskar Tena,5h8ILHqnFeNp3IUbifCwot,2022-08-05,38,149491,0.48100000000000004,0.987,0.0621,0.956,0.077,0.11900000000000001,-25.500999999999998,0.0493,121.71,4,4,calm
590,Happier,Happier,Marshmello,2dpaYNEQHiRxtZbfNsse99,2018-08-17,83,214289,0.687,0.191,0.792,0.0,0.16699999999999998,0.6709999999999999,-2.7489999999999997,0.0452,100.015,5,4,depress
345,Mírame,Mírame,Jose Tower,3fPK1RDR79oemKFBYjrBKm,2022-08-26,12,207711,0.7020000000000001,0.0786,0.897,0.0,0.19399999999999998,0.8490000000000001,-4.0760000000000005,0.031,129.994,11,4,happy
770,If Only,If Only,Tiffany Hobson,6m4OElFl5WqMx98UlqrUNR,2021-09-03,26,140777,0.465,0.9890000000000001,0.00996,0.961,0.0883,0.10099999999999999,-21.406,0.0952,69.46,7,3,calm
346,1901,Wolfgang Amadeus Phoenix,Phoenix,1mvyqSb1tOvtVP1qfWEyPa,2009,63,193120,0.607,0.0588,0.835,4.71e-05,0.195,0.7190000000000001,-5.4270000000000005,0.0415,144.08700000000002,0,4,happy
627,till death frees me,till death frees me,Zevia,2wCEWFJ8w81od6SHXLxxCg,2021-06-11,3,166312,0.589,0.9159999999999999,0.121,0.0,0.114,0.135,-11.407,0.0682,140.25799999999998,10,4,depress
379,Lucky Me (feat. Great Good Fine Ok),Lucky Me (feat. Great Good Fine Ok),The Knocks,5BNBNU5w5f5IIw0Q1Z9Acq,2019-10-25,55,202125,0.716,0.00409,0.861,0.00022200000000000003,0.157,0.358,-4.407,0.153,119.915,10,4,happy
44,Look At Her Now,Rare,Selena Gomez,7eOkHIcaoUhngxxypM5Ajr,2020-01-10,66,162595,0.753,0.114,0.564,0.0273,0.359,0.55,-7.9079999999999995,0.252,77.342,10,5,angry
451,Shake It,Metro Station,Metro Station,5619Ojc6t9evEEs3B7Drhe,2007-09-18,69,179946,0.618,0.00221,0.955,3.09e-06,0.486,0.79,-3.8360000000000003,0.0798,150.034,4,4,happy
725,Contemplation No. 5,Contemplations ~ Opus I,DeLange,5204dT2E3Wy05hbkx8WlQI,2022-03-18,33,181229,0.345,0.9940000000000001,0.0137,0.9009999999999999,0.121,0.261,-26.717,0.0486,82.20100000000001,2,4,calm
747,Nocturnal,Nocturnal,Joep Beving,7BpDcPsVqfMgHdVglLK3Kt,2022-01-28,54,312757,0.21899999999999997,0.9940000000000001,0.0153,0.9229999999999999,0.0934,0.1,-33.563,0.0346,57.43899999999999,9,4,calm
155,brutal,SOUR,Olivia Rodrigo,6SRsiMl7w1USE4mFqrOhHC,2021-05-21,81,143746,0.672,0.0311,0.526,1.37e-06,0.28,0.28,-6.446000000000001,0.0599,123.999,4,4,angry
615,mirrorball,folklore,Taylor Swift,0ZNU020wNYvgW84iljPkPP,2020-07-24,77,208977,0.5529999999999999,0.687,0.413,2.33e-06,0.0594,0.379,-10.037,0.0334,110.10700000000001,2,4,depress
313,Don't Be Shy,Don't Be Shy,Tiësto,0bI7K9Becu2dtXK1Q3cZNB,2021-08-12,84,140500,0.77,0.198,0.787,0.0,0.262,0.513,-3.748,0.0583,119.986,11,4,happy
55,Break My Heart,Break My Heart,Dua Lipa,6ftrW1qJ3TPKk1W0A0qMwO,2020-03-26,28,221820,0.73,0.16699999999999998,0.6940000000000001,1.05e-06,0.331,0.496,-4.47,0.0891,113.01100000000001,4,4,angry
364,What You Know,Tourist History,Two Door Cinema Club,4JHg4nNYUJQ5HULcCmI18R,2010-03-01,73,189693,0.5489999999999999,0.000675,0.754,6.24e-06,0.0912,0.828,-4.011,0.0407,139.05200000000002,6,4,happy
231,Dancing through September,Dancing through September,At The Starlight,1IiBUegydzwzmrc4yLdHwm,2022-09-02,22,200437,0.496,0.373,0.268,0.000109,0.141,0.321,-12.62,0.0597,119.82799999999999,7,3,happy
337,Firework,Teenage Dream,Katy Perry,1mXuMM6zjPgjL4asbBsgnt,2010-08-24,74,227893,0.638,0.141,0.8320000000000001,0.0,0.113,0.648,-5.039,0.049,124.071,8,4,happy
317,Mr. Blue Sky,Out of the Blue,Electric Light Orchestra,2RlgNHKcydI9sayD2Df2xp,1977,81,303373,0.38799999999999996,0.652,0.33799999999999997,3.73e-06,0.248,0.478,-10.054,0.0329,177.765,10,4,happy
733,If/Then,If/Then,Stefan Truyman,3Otv7eF0DrhDQ0gWtgsLyq,2022-01-28,27,136164,0.396,0.993,0.0634,0.946,0.0919,0.0875,-22.826,0.0351,77.745,0,4,calm
370,Tongue Tied,Never Trust a Happy Song,Grouplove,0GO8y8jQk1PkHzS31d699N,2011-09-02,80,218013,0.56,0.00847,0.9359999999999999,0.0,0.161,0.371,-5.835,0.0439,112.96,3,4,happy
193,this is how i learn to say no,this is how i learn to say no,EMELINE,4yb8suVmTLxvSb8hT6EmT6,2021-08-20,62,142965,0.37799999999999995,0.23199999999999998,0.5870000000000001,0.0,0.455,0.498,-7.755,0.163,181.452,10,3,angry
299,Electric Love,Dopamine,BØRNS,2GiJYvgVaD2HtM8GqD9EgQ,2015-10-16,83,218106,0.611,0.00543,0.797,0.00137,0.26,0.518,-7.627000000000001,0.0533,120.041,6,4,happy
455,Undeniable (feat. X Ambassadors),Undeniable (feat. X Ambassadors),Kygo,71qB68guEJjbvtjlkZ8DF5,2021-10-15,70,180596,0.684,0.159,0.506,0.0,0.26,0.35200000000000004,-6.742999999999999,0.0338,108.036,6,4,happy
689,Illume,Illume,Louis Mercier,2aIdaLsNYCydow1Xsa5pB5,2022-05-13,44,122427,0.5479999999999999,0.9940000000000001,0.0193,0.946,0.105,0.14,-28.831999999999997,0.0395,106.15,2,4,calm
324,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),Calvin Harris,7ef4DlsgrMEH11cDZd32M6,2018-04-06,90,214846,0.7909999999999999,0.037000000000000005,0.862,2.1899999999999997e-05,0.0814,0.5920000000000001,-3.24,0.11,123.994,9,4,happy
302,Freedom,Freedom,Kygo,5Gj1wG8b12VQdEd3hUuSwo,2020-04-17,65,198635,0.715,0.127,0.635,0.0,0.0862,0.39,-6.591,0.0791,112.887,7,4,happy
449,HandClap,Fitz and The Tantrums,Fitz and The Tantrums,7j56HrjR9cGzvekvZY3Faz,2016-06-10,65,193253,0.636,0.00609,0.836,0.000157,0.0828,0.715,-3.0039999999999996,0.0427,139.95600000000002,8,4,happy
742,Like Seagulls,For Granted,AMIMEA,2PMarxKEadDTV8lDWOHINL,2022-01-21,23,154124,0.585,0.995,0.0621,0.951,0.17,0.498,-28.31,0.0687,72.508,7,4,calm
298,Shivers,Shivers,Ed Sheeran,75MNhvTCCKsST3YqqUiU9r,2021-09-13,78,207853,0.7879999999999999,0.281,0.8590000000000001,0.0,0.0424,0.8220000000000001,-2.7239999999999998,0.0856,141.02,2,4,happy
97,Expectations,Expectations,Lauren Jauregui,1EXotCuzdXR34W1MoP6Um7,2018-10-24,63,204066,0.5760000000000001,0.00923,0.44299999999999995,1.88e-06,0.124,0.452,-7.477,0.0754,180.08,4,3,angry
549,Keep Holding On,Fashionably Late (Deluxe Edition),Falling In Reverse,4LZVHclYgdatg6mMAf8tCi,2013-06-18,43,295471,0.556,0.113,0.912,0.0,0.0789,0.485,-3.053,0.0365,93.02,0,4,depress
205,F U Anthem (Fuck You Anthem),What Just Happened?,Leah Kate,5VahNEYKPpQ65vXYipahyJ,2021-10-01,60,155260,0.534,0.006640000000000001,0.7609999999999999,0.0,0.525,0.5539999999999999,-4.343,0.0386,160.184,0,4,angry
41,Bitch Better Have My Money,Bitch Better Have My Money,Rihanna,0NTMtAO2BV4tnGvw9EgBVq,2015-03-26,74,219305,0.7809999999999999,0.0509,0.728,1.94e-06,0.257,0.395,-4.981,0.0621,102.99,1,4,angry
388,Sleeping With A Friend,Pop Psychology,Neon Trees,6fFuOXIrVHUmSI8IM889wa,2014-01-01,47,228840,0.579,0.00209,0.888,7.73e-06,0.32299999999999995,0.486,-4.255,0.036000000000000004,107.037,2,4,happy
525,Don't Let It Break Your Heart,Walls,Louis Tomlinson,4nbQRLAPq202lsQsv9FNwK,2020-01-31,63,204973,0.535,0.22399999999999998,0.634,0.0,0.0989,0.462,-5.154,0.034,81.965,10,4,depress
573,In the End,Hybrid Theory (Bonus Edition),Linkin Park,60a0Rd6pjrkxjPbaKzXjfq,2000-10-24,85,216880,0.556,0.00958,0.8640000000000001,0.0,0.209,0.4,-5.87,0.0584,105.14299999999999,3,4,depress
661,Lakeside,Lakeside,Eric D. Lawrence,0jh8t4QpZcu9Dny8rSO47Q,2022-08-19,39,188062,0.185,0.9640000000000001,0.10099999999999999,0.946,0.10800000000000001,0.111,-23.941,0.0543,172.231,11,4,calm
405,Move Your Feet,D-D-Don't Don't Stop The Beat,Junior Senior,35kyKr5ArvTnFlldwR7JAD,2002-03-04,0,181826,0.747,0.046,0.904,0.106,0.203,0.846,-2.623,0.0803,118.87700000000001,9,4,happy
154,good 4 u,good 4 u,Olivia Rodrigo,6PERP62TejQjgHu81OHxgM,2021-05-14,27,178147,0.556,0.3,0.6609999999999999,0.0,0.10099999999999999,0.6679999999999999,-5.052,0.204,168.56,6,4,angry
570,I Told You,Once Upon a Mind,James Blunt,6hpyIGxqQUdeDZHmiW5pI0,2019-10-25,45,151807,0.6679999999999999,0.462,0.583,0.000679,0.14300000000000002,0.821,-8.191,0.0373,91.041,9,4,depress
291,Shape of You,Shape of You,Sonic Scenario,7xeTeRZsJJBEo2MkIdzP5Z,2021-05-18,32,183050,0.723,0.0491,0.937,1.67e-06,0.0568,0.52,-3.512,0.0525,118.01799999999999,1,4,happy
110,Break Your Heart Right Back,My Everything (Deluxe),Ariana Grande,0HGcQDbRen8luCnwH53sNl,2014-08-25,57,253386,0.726,0.0113,0.605,0.0,0.0639,0.588,-5.672999999999999,0.0628,93.93,6,4,angry
46,Attention,Voicenotes,Charlie Puth,5cF0dROlMOK5uNZtivgu50,2018-05-11,83,208786,0.775,0.109,0.613,2.33e-05,0.134,0.797,-4.586,0.0542,100.066,3,4,angry
632,Easy On Me,Easy On Me,Adele,0gplL1WMoJ6iYaPgMCL0gX,2021-10-14,85,224694,0.604,0.578,0.366,0.0,0.133,0.13,-7.519,0.0282,141.981,5,4,depress
38,You Don't Own Me (feat. G-Eazy),FMA,SAYGRACE,6KI1ZpZWYAJLvmVhCJz65G,2016-07-01,70,201493,0.332,0.159,0.635,2.79e-06,0.0599,0.261,-5.653,0.0898,186.24900000000002,7,3,angry
269,Price Tag,Who You Are (Platinum Edition),Jessie J,2fTsFCKRFQ5M0igJgabnLA,2011-01-01,76,223053,0.636,0.0294,0.831,3.85e-06,0.272,0.6679999999999999,-3.945,0.182,175.015,5,4,happy
95,Power,Glory Days: The Platinum Edition,Little Mix,7CYCgMa7IgSjDwL3THbeCa,2017-11-24,0,247840,0.5660000000000001,0.0367,0.855,0.000162,0.18100000000000002,0.513,-4.016,0.21100000000000002,172.977,7,4,angry
408,Home,Up From Below,Edward Sharpe & The Magnetic Zeros,6ZapsNk1ZpaebNXAIohP9R,2009-07-14,0,303200,0.542,0.292,0.589,0.000522,0.177,0.13699999999999998,-6.622999999999999,0.0318,111.665,2,4,happy
377,Respect,Respect,Vince Way,1cwmozP2VYxZYC5M2XoKhm,2022-09-09,12,190842,0.9440000000000001,0.0507,0.423,0.00049,0.0608,0.7979999999999999,-5.9,0.0776,108.03299999999999,6,4,happy
180,No,Between Us (Deluxe Version),Little Mix,7reG3QYhefsJNpcVJq4BZr,2021-11-12,62,183021,0.7929999999999999,0.165,0.8420000000000001,0.0,0.107,0.747,-3.563,0.0804,120.008,8,4,angry
444,So Strange,New Levels New Devils,Polyphia,6NatBOifiBW6JH0y5I15st,2018-10-12,46,240005,0.5529999999999999,0.000667,0.885,0.00072,0.209,0.484,-4.063,0.0385,96.025,0,4,happy
64,Midnight Sky,Midnight Sky,Miley Cyrus,27ycaQnQAxaPiyeg3nr2aB,2020-08-14,14,223279,0.705,0.00115,0.8140000000000001,0.00312,0.203,0.259,-5.466,0.0346,110.0,4,4,angry
378,Good Vibes,Good Vibes,HRVY,53kWAAfx7IopXRa31MQHB8,2020-09-04,72,170280,0.5579999999999999,0.27399999999999997,0.877,0.0,0.162,0.762,-3.392,0.145,99.988,10,4,happy
225,I Ain't Worried,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",OneRepublic,4h9wh7iOZ0GGn8QVp4RAOB,2022-05-13,97,148485,0.7040000000000001,0.0826,0.797,0.000745,0.0546,0.825,-5.9270000000000005,0.0475,139.994,0,4,happy
387,Valerie (feat. Amy Winehouse) - Version Revisited,Version,Mark Ronson,6kopmMZiyLmw7h66uXcXR7,2007-04-16,75,219413,0.6990000000000001,0.00243,0.83,0.00023999999999999998,0.0995,0.889,-4.898,0.0633,105.809,1,4,happy
129,"Yeah, No.","Yeah, No. (Andrelli Remix)",Elle Winter,0OtmkH45xuXmvyQ1AAbpy5,2020-05-29,49,198671,0.589,0.0191,0.7659999999999999,1.69e-06,0.14,0.429,-4.428999999999999,0.129,171.96099999999998,8,4,angry
768,Saying Nothing,Saying Nothing,Jonas Gewald,5GQbKcvUFTfAAhZWtpdQkX,2021-08-13,33,148619,0.332,0.9840000000000001,0.0508,0.922,0.111,0.149,-29.428,0.0401,111.805,5,4,calm
213,Sheesh!,Sheesh!,Surfaces,3ddNKnYpVx0uI8vcwbTQ5Y,2021-08-20,69,148846,0.743,0.161,0.8320000000000001,0.0,0.0925,0.8009999999999999,-3.937,0.0611,149.951,5,4,happy
80,FU (feat. French Montana),Bangerz (Deluxe Version),Miley Cyrus,6dDIOU6AqgLkrjFNPgvKY6,2013-10-04,60,229693,0.5479999999999999,0.19899999999999998,0.833,0.0,0.305,0.467,-3.2939999999999996,0.0497,190.02900000000002,7,3,angry
262,Most People (with Lukas Graham),Most People (with Lukas Graham),R3HAB,3qGzO7CnDHKRT7KrR2JPFJ,2021-11-19,59,141052,0.748,0.0458,0.7929999999999999,0.0,0.0955,0.5920000000000001,-4.633,0.10800000000000001,114.054,11,4,happy
753,Onism,Onism,Daniël Tomàs,3RJcUbKNnaTPxIGfYfFwYK,2021-10-22,25,196773,0.27,0.991,0.0157,0.914,0.124,0.141,-28.27,0.0377,88.241,5,4,calm
759,I Lied,I Lied,ANQUETIL,12a2bmkmHXmqxC9kqnXFs4,2021-11-19,22,231632,0.364,0.996,0.0263,0.917,0.0879,0.14800000000000002,-23.180999999999997,0.0446,74.847,2,4,calm
402,Can't Hold Us (feat. Ray Dalton),The Heist,Macklemore & Ryan Lewis,3bidbhpOYeV4knp8AIu8Xn,2012-10-09,82,258342,0.6409999999999999,0.0291,0.922,0.0,0.0862,0.847,-4.457,0.0786,146.078,2,4,happy
630,Sweet Dream,Sweet Dream,Alessia Cara,1BIKSPrF0M1U6u83MTKmDu,2021-07-15,52,181881,0.76,0.252,0.532,0.0,0.252,0.5,-9.177,0.127,123.064,0,4,depress
509,Peace Of Mind (feat. Vargas & Lagola),TIM,Avicii,6ZEYvUSgON3J5Qe1RYi3Jo,2019-06-06,51,180000,0.461,0.11,0.624,6.97e-06,0.45399999999999996,0.278,-8.033999999999999,0.0298,110.00299999999999,4,4,depress
582,Darkside,Different World,Alan Walker,6SRWhUJcD2YKahCwHavz3X,2018-12-14,75,211680,0.43,0.131,0.606,0.0,0.17300000000000001,0.12300000000000001,-5.115,0.0431,169.988,4,4,depress
595,I Lost Myself,I Lost Myself,Munn,2d41Jt4R1j5BhvtC9UsmGf,2020-07-10,61,191484,0.6509999999999999,0.727,0.376,0.0,0.111,0.128,-6.232,0.0284,127.95700000000001,2,4,depress
126,WITHOUT YOU,F*CK LOVE (SAVAGE),The Kid LAROI,27OeeYzk6klgBh83TSvGMA,2020-11-06,80,161384,0.662,0.213,0.413,0.0,0.134,0.467,-7.357,0.0299,93.005,0,4,angry
3,Girlfriend,The Best Damn Thing (Expanded Edition),Avril Lavigne,45hOioMDJktr86iKDHC8gr,2007-04-17,76,216600,0.56,0.000722,0.9590000000000001,0.000221,0.209,0.669,-2.4330000000000003,0.102,163.983,7,4,angry
560,Reasons to Stay,Reasons to Stay,Kate Vogel,0Em410NMTZ6CPDOtHMK46Z,2019-11-05,45,198948,0.5710000000000001,0.977,0.129,0.0,0.0956,0.355,-16.305999999999997,0.0862,119.241,9,4,depress
8,Toxic,In The Zone,Britney Spears,6I9VzXrHxO9rA9A5euc8Ak,2003-11-13,82,198800,0.774,0.0249,0.838,0.025,0.242,0.924,-3.9139999999999997,0.114,143.04,5,4,angry
585,Lost Control,Different World,Alan Walker,0lG6QM1jjbbX5UUn3DPmrZ,2018-12-14,65,222320,0.736,0.0345,0.555,0.000157,0.0798,0.32299999999999995,-4.689,0.0757,91.99700000000001,4,4,depress
12,Hot N Cold,One Of The Boys,Katy Perry,1TEjSXPdAakDotj2Wji3PU,2008-06-17,72,220226,0.706,7.950000000000001e-05,0.841,0.0,0.0688,0.861,-3.9560000000000004,0.0418,132.032,7,4,angry
745,Solstitium,Solstitium,Minxz,4gTvOA8WwECGgpEtCox6nZ,2021-12-10,24,156856,0.431,0.993,0.062,0.925,0.114,0.136,-20.587,0.0484,76.428,6,4,calm
389,This Is Heaven,Spaceman,Nick Jonas,41bqjWvbH0bkuaNqbHy54l,2021-03-12,63,214623,0.6459999999999999,0.0377,0.785,0.0,0.0897,0.52,-4.801,0.0545,100.911,2,4,happy
295,Dandelion,Dandelion,Galantis,4NexTaCZZ7Ehnf03A6SVjt,2021-01-08,69,140011,0.8,0.158,0.66,0.02,0.14,0.634,-4.9030000000000005,0.158,117.92299999999999,0,4,happy
703,Fantaisie de mons,Petites danses et rêveries,Tom Kristiaan,2ua2N9sRVSI7IY4XBpM7Hy,2022-05-20,28,139391,0.447,0.988,0.0352,0.9179999999999999,0.0904,0.26,-25.897,0.0394,128.184,7,4,calm
52,Steal My Girl,FOUR (Deluxe),One Direction,2Bs4jQEGMycglOfWPBqrVG,2014-11-17,81,228133,0.536,0.00433,0.768,0.0,0.114,0.545,-5.9479999999999995,0.0347,77.217,10,4,angry
